//Song info
INFO:Title|Untitled
INFO:BPM|125
INFO:LPB|8
//Track ID table
TRACK:0|stablead
TRACK:1|choirs
TRACK:2|lead1
TRACK:3|lead2
TRACK:4|bass
TRACK:5|bassgroup
TRACK:6|kicks
TRACK:7|primary drums
TRACK:8|Track 09
TRACK:9|Track 10
TRACK:10|hihats
TRACK:11|percussion
TRACK:12|hard snares
TRACK:13|rave stab
TRACK:14|vox
TRACK:15|Mst
TRACK:16|dekay
TRACK:17|spread
TRACK:18|edge
//Instrument ID table
INSTR:0|VST: SQ8L (AMBASS)
INSTR:1|VST: SQ8L (SATURN)
INSTR:2|04 Milk Bottle Plant, Bottle Cleanin
INSTR:3|Unnamed
INSTR:4|11-08 Rivers And Streams, Lock Gates
INSTR:5|Unnamed
INSTR:6|[S] VST: Voyager (---)
INSTR:7|kick_011
INSTR:8|kick_008
INSTR:9|TranceBD015
INSTR:10|VST: Absynth 5 Stereo (Horror Synth)
INSTR:11|VST: Absynth 5 Stereo (Windswept)
INSTR:12|VST: Philharmonik (Default)
INSTR:13|clap_005
INSTR:14|Rage_SD06-raw
INSTR:15|Rage_HH03c
INSTR:16|Rage_HH06o-tap
INSTR:17|Zenhiser DL-OHSSH01 006
INSTR:18|Unnamed
INSTR:19|TranceBD006
INSTR:20|TranceBD057
INSTR:21|Unnamed
INSTR:22|Unnamed
INSTR:23|when you had sight
INSTR:24|New Sample 01
INSTR:25|yuggoth1
INSTR:26|New Sample 04
INSTR:27|New Sample 03
INSTR:28|Unnamed
INSTR:29|Unnamed
INSTR:30|Unnamed
INSTR:31|D'n'B Crash 06
INSTR:32|Unnamed
INSTR:33|Unnamed
INSTR:34|Unnamed
//Playback data: track number|instrument number|seconds|MIDI note value (google it)|volume value,...
NOTE:1|12|120.12|65|255
NOTE:4|0|120.12|55|255
NOTE:6|9|120.12|48|255
NOTE:6|6|120.12|48|255
NOTE:9|19|120.12|50|255
NOTE:10|15|120.12|48|255
NOTE:12|14|120.12|48|255
NOTE:9|19|120.24|50|255
NOTE:10|15|120.24|48|255
NOTE:4|0|120.36|55|255
NOTE:9|19|120.36|50|255
NOTE:10|15|120.36|48|255
NOTE:6|9|120.48|48|255
NOTE:9|19|120.48|50|255
NOTE:10|15|120.48|48|255
NOTE:12|14|120.48|48|255
NOTE:4|0|120.6|55|255
NOTE:8|8|120.6|46|255
NOTE:9|19|120.6|50|255
NOTE:10|16|120.6|48|255
NOTE:9|19|120.66|50|255
NOTE:9|19|120.72|50|255
NOTE:10|15|120.72|48|255
NOTE:4|0|120.84|55|255
NOTE:9|19|120.84|50|255
NOTE:10|15|120.84|48|255
NOTE:9|19|120.96|50|255
NOTE:4|0|121.08|55|255
NOTE:6|9|121.08|48|255
NOTE:6|6|121.08|48|255
NOTE:8|14|121.08|36|255
NOTE:9|19|121.08|50|255
NOTE:9|19|121.2|50|255
NOTE:4|0|121.32|55|255
NOTE:9|19|121.32|50|255
NOTE:9|19|121.44|50|255
NOTE:4|0|121.56|55|255
NOTE:6|9|121.56|48|255
NOTE:8|8|121.56|46|255
NOTE:8|14|121.56|36|255
NOTE:9|19|121.56|50|255
NOTE:9|19|121.68|50|255
NOTE:4|0|121.8|55|255
NOTE:9|19|121.8|50|255
NOTE:9|19|121.92|50|255
NOTE:0|1|122.04|62|255
NOTE:1|12|122.04|63|255
NOTE:1|12|122.04|67|255
NOTE:1|2|122.04|60|255
NOTE:2|10|122.04|65|255
NOTE:4|0|122.04|58|255
NOTE:6|9|122.04|48|255
NOTE:9|19|122.04|50|255
NOTE:10|15|122.04|48|255
NOTE:12|14|122.04|48|255
NOTE:9|19|122.16|50|255
NOTE:10|15|122.16|48|255
NOTE:4|0|122.28|58|255
NOTE:8|13|122.28|39|255
NOTE:9|19|122.28|50|255
NOTE:10|15|122.28|48|255
NOTE:6|9|122.4|48|255
NOTE:9|19|122.4|50|255
NOTE:10|15|122.4|48|255
NOTE:12|14|122.4|48|255
NOTE:4|0|122.52|58|255
NOTE:8|8|122.52|49|255
NOTE:9|19|122.52|50|255
NOTE:10|16|122.52|48|255
NOTE:9|19|122.58|50|255
NOTE:3|11|122.64|79|255
NOTE:9|19|122.64|50|255
NOTE:10|15|122.64|48|255
NOTE:4|0|122.76|58|255
NOTE:9|19|122.76|50|255
NOTE:10|15|122.76|48|255
NOTE:9|19|122.88|50|255
NOTE:4|0|123|58|255
NOTE:6|4|123|50|255
NOTE:6|9|123|48|255
NOTE:9|19|123|50|255
NOTE:9|19|123.12|50|255
NOTE:4|0|123.24|58|255
NOTE:9|19|123.24|50|255
NOTE:9|19|123.36|50|255
NOTE:4|0|123.48|58|255
NOTE:6|9|123.48|48|255
NOTE:8|8|123.48|49|255
NOTE:9|19|123.48|50|255
NOTE:9|19|123.6|47|255
NOTE:4|0|123.72|58|255
NOTE:9|19|123.72|50|255
NOTE:10|13|123.72|41|255
NOTE:9|19|123.84|50|255
NOTE:0|1|123.96|67|255
NOTE:1|12|123.96|63|255
NOTE:1|12|123.96|62|255
NOTE:2|10|123.96|63|255
NOTE:4|0|123.96|60|255
NOTE:6|9|123.96|48|255
NOTE:6|6|123.96|48|255
NOTE:9|19|123.96|50|255
NOTE:10|15|123.96|48|255
NOTE:12|14|123.96|48|255
NOTE:9|19|124.08|50|255
NOTE:10|15|124.08|48|255
NOTE:4|0|124.2|60|255
NOTE:9|19|124.2|50|255
NOTE:10|15|124.2|48|255
NOTE:6|9|124.32|48|255
NOTE:9|19|124.32|50|255
NOTE:10|15|124.32|48|255
NOTE:12|14|124.32|48|255
NOTE:4|0|124.44|60|255
NOTE:8|8|124.44|51|255
NOTE:9|19|124.44|50|255
NOTE:10|16|124.44|48|255
NOTE:9|19|124.5|50|255
NOTE:3|11|124.56|74|255
NOTE:9|19|124.56|50|255
NOTE:10|15|124.56|48|255
NOTE:4|0|124.68|60|255
NOTE:9|19|124.68|50|255
NOTE:10|15|124.68|48|255
NOTE:9|19|124.8|50|255
NOTE:4|0|124.92|60|255
NOTE:6|9|124.92|48|255
NOTE:6|6|124.92|48|255
NOTE:8|14|124.92|36|255
NOTE:9|19|124.92|50|255
NOTE:9|19|125.04|50|255
NOTE:4|0|125.16|60|255
NOTE:9|19|125.16|50|255
NOTE:6|9|125.28|48|255
NOTE:9|19|125.28|50|255
NOTE:4|0|125.4|60|255
NOTE:8|8|125.4|51|255
NOTE:9|19|125.4|50|255
NOTE:9|19|125.52|50|255
NOTE:9|19|125.58|50|255
NOTE:4|0|125.64|60|255
NOTE:6|9|125.64|48|255
NOTE:9|19|125.64|50|255
NOTE:9|19|125.76|50|255
NOTE:0|1|125.88|62|255
NOTE:1|12|125.88|62|255
NOTE:1|12|125.88|63|255
NOTE:1|2|125.88|60|255
NOTE:2|10|125.88|62|255
NOTE:4|0|125.88|55|255
NOTE:6|9|125.88|48|255
NOTE:9|19|125.88|50|255
NOTE:6|9|126|48|255
NOTE:9|19|126|50|255
NOTE:9|19|126.06|50|255
NOTE:6|9|126.12|48|255
NOTE:9|19|126.12|50|255
NOTE:6|9|126.24|48|255
NOTE:9|19|126.24|50|255
NOTE:4|0|126.36|55|255
NOTE:9|19|126.36|50|255
NOTE:10|15|126.36|48|255
NOTE:3|11|126.48|86|255
NOTE:8|20|126.48|50|255
NOTE:9|19|126.48|50|255
NOTE:10|15|126.48|48|255
NOTE:4|0|126.6|55|255
NOTE:6|9|126.6|48|255
NOTE:8|13|126.6|39|255
NOTE:9|19|126.6|50|255
NOTE:10|15|126.6|48|255
NOTE:12|14|126.6|48|255
NOTE:9|19|126.72|50|255
NOTE:4|0|126.84|55|255
NOTE:6|4|126.84|50|255
NOTE:6|9|126.84|48|255
NOTE:8|9|126.84|50|255
NOTE:9|19|126.84|50|255
NOTE:9|19|126.96|50|255
NOTE:4|0|127.08|55|255
NOTE:9|19|127.08|50|255
NOTE:9|19|127.2|50|255
NOTE:4|0|127.32|55|255
NOTE:8|8|127.32|46|255
NOTE:9|19|127.32|50|255
NOTE:9|19|127.44|50|255
NOTE:4|0|127.56|55|255
NOTE:9|19|127.56|50|255
NOTE:10|13|127.56|41|255
NOTE:9|19|127.68|50|255
NOTE:0|1|127.8|67|255
NOTE:1|12|127.8|62|255
NOTE:1|12|127.8|65|255
NOTE:4|0|127.8|55|255
NOTE:6|9|127.8|48|255
NOTE:6|6|127.8|48|255
NOTE:9|19|127.8|50|255
NOTE:10|15|127.8|48|255
NOTE:12|14|127.8|48|255
NOTE:9|19|127.92|50|255
NOTE:10|16|127.92|48|255
NOTE:4|0|128.04|55|255
NOTE:9|19|128.04|50|255
NOTE:10|15|128.04|48|255
NOTE:6|9|128.16|48|255
NOTE:9|19|128.16|50|255
NOTE:10|16|128.16|48|255
NOTE:12|14|128.16|48|255
NOTE:4|0|128.28|55|255
NOTE:8|8|128.28|46|255
NOTE:9|19|128.28|50|255
NOTE:10|16|128.28|48|255
NOTE:9|19|128.34|50|255
NOTE:9|19|128.4|50|255
NOTE:10|15|128.4|48|255
NOTE:4|0|128.52|55|255
NOTE:9|19|128.52|50|255
NOTE:10|15|128.52|48|255
NOTE:9|19|128.64|50|255
NOTE:4|0|128.76|55|255
NOTE:6|9|128.76|48|255
NOTE:6|6|128.76|48|255
NOTE:8|9|128.76|50|255
NOTE:8|14|128.76|36|255
NOTE:9|19|128.76|50|255
NOTE:9|19|128.88|50|255
NOTE:4|0|129|55|255
NOTE:9|19|129|50|255
NOTE:9|19|129.12|50|255
NOTE:4|0|129.24|55|255
NOTE:8|8|129.24|46|255
NOTE:9|19|129.24|50|255
NOTE:9|19|129.36|50|255
NOTE:4|0|129.48|55|255
NOTE:9|19|129.48|50|255
NOTE:9|19|129.6|50|255
NOTE:0|1|129.72|62|255
NOTE:1|12|129.72|63|255
NOTE:1|12|129.72|67|255
NOTE:1|2|129.72|60|255
NOTE:2|10|129.72|65|255
NOTE:4|0|129.72|56|255
NOTE:6|9|129.72|48|255
NOTE:9|19|129.72|50|255
NOTE:10|15|129.72|48|255
NOTE:12|14|129.72|48|255
NOTE:9|19|129.84|50|255
NOTE:10|15|129.84|48|255
NOTE:4|0|129.96|56|255
NOTE:9|19|129.96|50|255
NOTE:10|15|129.96|48|255
NOTE:6|9|130.08|48|255
NOTE:9|19|130.08|50|255
NOTE:10|15|130.08|48|255
NOTE:12|14|130.08|48|255
NOTE:4|0|130.2|56|255
NOTE:8|8|130.2|47|255
NOTE:9|19|130.2|50|255
NOTE:10|16|130.2|48|255
NOTE:9|19|130.26|50|255
NOTE:3|11|130.32|86|255
NOTE:9|19|130.32|50|255
NOTE:10|15|130.32|48|255
NOTE:4|0|130.44|56|255
NOTE:9|19|130.44|50|255
NOTE:10|15|130.44|48|255
NOTE:9|19|130.56|50|255
NOTE:10|15|130.56|48|255
NOTE:4|0|130.68|56|255
NOTE:6|4|130.68|50|255
NOTE:6|9|130.68|48|255
NOTE:8|13|130.68|39|255
NOTE:9|19|130.68|50|255
NOTE:10|15|130.68|48|255
NOTE:9|19|130.8|50|255
NOTE:10|15|130.8|48|255
NOTE:4|0|130.92|56|255
NOTE:9|19|130.92|50|255
NOTE:10|15|130.92|48|255
NOTE:9|19|131.04|50|255
NOTE:10|16|131.04|48|255
NOTE:4|0|131.16|56|255
NOTE:8|8|131.16|47|255
NOTE:9|19|131.16|50|255
NOTE:10|15|131.16|48|255
NOTE:9|19|131.28|50|255
NOTE:10|15|131.28|48|255
NOTE:4|0|131.4|56|255
NOTE:9|19|131.4|50|255
NOTE:10|13|131.4|41|255
NOTE:0|1|131.64|67|255
NOTE:1|12|131.64|63|255
NOTE:1|12|131.64|65|255
NOTE:2|10|131.64|63|255
NOTE:4|0|131.64|56|255
NOTE:6|9|131.64|48|255
NOTE:6|6|131.64|48|255
NOTE:9|19|131.64|50|255
NOTE:10|15|131.64|48|255
NOTE:12|14|131.64|48|255
NOTE:9|19|131.76|50|255
NOTE:10|15|131.76|48|255
NOTE:4|0|131.88|56|255
NOTE:9|19|131.88|50|255
NOTE:10|15|131.88|48|255
NOTE:6|9|132|48|255
NOTE:9|19|132|50|255
NOTE:10|15|132|48|255
NOTE:4|0|132.12|56|255
NOTE:8|8|132.12|47|255
NOTE:9|19|132.12|50|255
NOTE:10|16|132.12|48|255
NOTE:9|19|132.18|50|255
NOTE:9|19|132.24|50|255
NOTE:10|15|132.24|48|255
NOTE:4|0|132.36|56|255
NOTE:9|19|132.36|50|255
NOTE:10|15|132.36|48|255
NOTE:9|19|132.48|50|255
NOTE:10|15|132.48|48|255
NOTE:4|0|132.6|56|255
NOTE:6|9|132.6|48|255
NOTE:6|6|132.6|48|255
NOTE:8|14|132.6|36|255
NOTE:9|19|132.6|50|255
NOTE:10|15|132.6|48|255
NOTE:12|14|132.6|48|255
NOTE:9|19|132.72|50|255
NOTE:10|15|132.72|48|255
NOTE:4|0|132.84|56|255
NOTE:9|19|132.84|50|255
NOTE:10|15|132.84|48|255
NOTE:9|19|132.96|50|255
NOTE:10|16|132.96|48|255
NOTE:4|0|133.08|56|255
NOTE:8|8|133.08|47|255
NOTE:9|19|133.08|50|255
NOTE:10|15|133.08|48|255
NOTE:9|19|133.2|50|255
NOTE:10|15|133.2|48|255
NOTE:4|0|133.32|56|255
NOTE:9|19|133.32|50|255
NOTE:9|19|133.44|50|255
NOTE:0|1|133.56|62|255
NOTE:1|12|133.56|62|255
NOTE:1|12|133.56|63|255
NOTE:1|2|133.56|60|255
NOTE:2|10|133.56|62|255
NOTE:4|0|133.56|55|255
NOTE:6|9|133.56|48|255
NOTE:9|19|133.56|50|255
NOTE:10|15|133.56|48|255
NOTE:12|14|133.56|48|255
NOTE:9|19|133.68|50|255
NOTE:10|15|133.68|48|255
NOTE:4|0|133.8|55|255
NOTE:9|19|133.8|50|255
NOTE:10|15|133.8|48|255
NOTE:6|9|133.92|48|255
NOTE:9|19|133.92|50|255
NOTE:10|15|133.92|48|255
NOTE:12|14|133.92|48|255
NOTE:4|0|134.04|55|255
NOTE:8|8|134.04|46|255
NOTE:9|19|134.04|50|255
NOTE:10|16|134.04|48|255
NOTE:9|19|134.1|50|255
NOTE:3|11|134.16|82|255
NOTE:9|19|134.16|50|255
NOTE:10|15|134.16|48|255
NOTE:4|0|134.28|55|255
NOTE:9|19|134.28|50|255
NOTE:10|15|134.28|48|255
NOTE:9|19|134.4|50|255
NOTE:10|15|134.4|48|255
NOTE:4|0|134.52|55|255
NOTE:6|4|134.52|50|255
NOTE:6|9|134.52|48|255
NOTE:9|19|134.52|50|255
NOTE:10|15|134.52|48|255
NOTE:9|19|134.64|50|255
NOTE:10|15|134.64|48|255
NOTE:4|0|134.76|55|255
NOTE:9|19|134.76|50|255
NOTE:10|15|134.76|48|255
NOTE:9|19|134.88|50|255
NOTE:10|16|134.88|48|255
NOTE:4|0|135|55|255
NOTE:8|8|135|46|255
NOTE:9|19|135|50|255
NOTE:10|15|135|48|255
NOTE:9|19|135.12|50|255
NOTE:10|15|135.12|48|255
NOTE:4|0|135.24|55|255
NOTE:9|19|135.24|50|255
NOTE:10|13|135.24|41|255
NOTE:9|19|135.36|50|255
NOTE:0|1|135.48|67|255
NOTE:1|12|135.48|62|255
NOTE:1|12|135.48|65|255
NOTE:4|0|135.48|55|255
NOTE:6|9|135.48|48|255
NOTE:6|6|135.48|48|255
NOTE:9|19|135.48|50|255
NOTE:10|15|135.48|48|255
NOTE:12|14|135.48|48|255
NOTE:9|19|135.6|50|255
NOTE:10|15|135.6|48|255
NOTE:4|0|135.72|55|255
NOTE:9|19|135.72|50|255
NOTE:10|15|135.72|48|255
NOTE:6|9|135.84|48|255
NOTE:9|19|135.84|50|255
NOTE:10|15|135.84|48|255
NOTE:12|14|135.84|48|255
NOTE:4|0|135.96|55|255
NOTE:8|8|135.96|46|255
NOTE:9|19|135.96|50|255
NOTE:10|16|135.96|48|255
NOTE:9|19|136.02|50|255
NOTE:9|19|136.08|50|255
NOTE:10|15|136.08|48|255
NOTE:4|0|136.2|55|255
NOTE:9|19|136.2|50|255
NOTE:10|15|136.2|48|255
NOTE:9|19|136.32|50|255
NOTE:10|15|136.32|48|255
NOTE:4|0|136.44|55|255
NOTE:6|9|136.44|48|255
NOTE:6|6|136.44|48|255
NOTE:8|14|136.44|36|255
NOTE:9|19|136.44|50|255
NOTE:10|15|136.44|48|255
NOTE:9|19|136.56|50|255
NOTE:10|15|136.56|48|255
NOTE:4|0|136.68|55|255
NOTE:9|19|136.68|50|255
NOTE:10|15|136.68|48|255
NOTE:9|19|136.8|50|255
NOTE:10|16|136.8|48|255
NOTE:4|0|136.92|55|255
NOTE:6|9|136.92|48|255
NOTE:8|8|136.92|46|255
NOTE:8|14|136.92|36|255
NOTE:9|19|136.92|50|255
NOTE:10|15|136.92|48|255
NOTE:9|19|137.04|50|255
NOTE:10|15|137.04|48|255
NOTE:4|0|137.16|55|255
NOTE:9|19|137.16|50|255
NOTE:9|19|137.28|50|255
NOTE:0|1|137.4|62|255
NOTE:1|12|137.4|63|255
NOTE:1|12|137.4|67|255
NOTE:1|2|137.4|60|255
NOTE:2|10|137.4|65|255
NOTE:4|0|137.4|58|255
NOTE:6|9|137.4|48|255
NOTE:9|19|137.4|50|255
NOTE:10|15|137.4|48|255
NOTE:12|14|137.4|48|255
NOTE:9|19|137.52|50|255
NOTE:10|15|137.52|48|255
NOTE:4|0|137.64|58|255
NOTE:8|13|137.64|39|255
NOTE:9|19|137.64|50|255
NOTE:10|15|137.64|48|255
NOTE:6|9|137.76|48|255
NOTE:9|19|137.76|50|255
NOTE:10|15|137.76|48|255
NOTE:12|14|137.76|48|255
NOTE:4|0|137.88|58|255
NOTE:8|8|137.88|49|255
NOTE:9|19|137.88|50|255
NOTE:10|16|137.88|48|255
NOTE:9|19|137.94|50|255
NOTE:3|11|138|79|255
NOTE:9|19|138|50|255
NOTE:10|15|138|48|255
NOTE:4|0|138.12|58|255
NOTE:6|9|138.12|48|255
NOTE:9|19|138.12|50|255
NOTE:10|15|138.12|48|255
NOTE:12|14|138.12|48|255
NOTE:9|19|138.24|50|255
NOTE:10|15|138.24|48|255
NOTE:4|0|138.36|58|255
NOTE:6|4|138.36|50|255
NOTE:6|9|138.36|48|255
NOTE:9|19|138.36|50|255
NOTE:10|15|138.36|48|255
NOTE:9|19|138.48|50|255
NOTE:10|15|138.48|48|255
NOTE:4|0|138.6|58|255
NOTE:9|19|138.6|50|255
NOTE:10|15|138.6|48|255
NOTE:9|19|138.72|50|255
NOTE:10|16|138.72|48|255
NOTE:4|0|138.84|58|255
NOTE:6|9|138.84|48|255
NOTE:8|8|138.84|49|255
NOTE:9|19|138.84|50|255
NOTE:10|15|138.84|48|255
NOTE:9|19|138.96|47|255
NOTE:10|15|138.96|48|255
NOTE:4|0|139.08|58|255
NOTE:9|19|139.08|50|255
NOTE:10|13|139.08|41|255
NOTE:9|19|139.2|50|255
NOTE:0|1|139.32|67|255
NOTE:1|12|139.32|63|255
NOTE:1|12|139.32|62|255
NOTE:2|10|139.32|63|255
NOTE:4|0|139.32|60|255
NOTE:6|9|139.32|48|255
NOTE:6|6|139.32|48|255
NOTE:9|19|139.32|50|255
NOTE:10|15|139.32|48|255
NOTE:12|14|139.32|48|255
NOTE:9|19|139.44|50|255
NOTE:10|15|139.44|48|255
NOTE:4|0|139.56|60|255
NOTE:9|19|139.56|50|255
NOTE:10|15|139.56|48|255
NOTE:6|9|139.68|48|255
NOTE:9|19|139.68|50|255
NOTE:10|15|139.68|48|255
NOTE:12|14|139.68|48|255
NOTE:4|0|139.8|60|255
NOTE:8|8|139.8|51|255
NOTE:9|19|139.8|50|255
NOTE:10|16|139.8|48|255
NOTE:9|19|139.86|50|255
NOTE:3|11|139.92|74|255
NOTE:9|19|139.92|50|255
NOTE:10|15|139.92|48|255
NOTE:4|0|140.04|60|255
NOTE:9|19|140.04|50|255
NOTE:10|15|140.04|48|255
NOTE:9|19|140.16|50|255
NOTE:10|15|140.16|48|255
NOTE:4|0|140.28|60|255
NOTE:6|9|140.28|48|255
NOTE:6|6|140.28|48|255
NOTE:8|14|140.28|36|255
NOTE:9|19|140.28|50|255
NOTE:10|15|140.28|48|255
NOTE:12|14|140.28|48|255
NOTE:9|19|140.4|50|255
NOTE:10|15|140.4|48|255
NOTE:4|0|140.52|60|255
NOTE:9|19|140.52|50|255
NOTE:10|16|140.52|48|255
NOTE:6|9|140.64|48|255
NOTE:9|19|140.64|50|255
NOTE:10|16|140.64|48|255
NOTE:4|0|140.76|60|255
NOTE:6|9|140.76|48|255
NOTE:8|8|140.76|51|255
NOTE:9|19|140.76|50|255
NOTE:10|15|140.76|48|255
NOTE:12|14|140.76|48|255
NOTE:6|9|140.88|48|255
NOTE:9|19|140.88|50|255
NOTE:10|15|140.88|48|255
NOTE:6|9|140.94|48|255
NOTE:9|19|140.94|50|255
NOTE:4|0|141|60|255
NOTE:6|9|141|48|255
NOTE:9|19|141|50|255
NOTE:10|16|141|48|255
NOTE:10|16|141.06|48|255
NOTE:6|9|141.12|48|255
NOTE:9|19|141.12|50|255
NOTE:10|16|141.12|48|255
NOTE:10|16|141.18|48|255
NOTE:0|1|141.24|62|255
NOTE:4|0|141.24|55|255
NOTE:6|9|141.24|48|255
NOTE:12|31|141.24|48|255
NOTE:14|27|141.24|48|255
NOTE:4|0|141.48|55|255
NOTE:8|13|141.48|39|255
NOTE:0|1|141.72|63|80
NOTE:4|0|141.72|55|255
NOTE:8|8|141.72|46|255
NOTE:4|0|141.96|55|255
NOTE:0|1|142.2|62|80
NOTE:4|0|142.2|55|255
NOTE:6|4|142.2|50|255
NOTE:6|9|142.2|48|255
NOTE:4|0|142.44|55|255
NOTE:4|0|142.68|55|255
NOTE:8|8|142.68|46|255
NOTE:4|0|142.92|55|255
NOTE:0|1|143.16|67|255
NOTE:4|0|143.16|55|255
NOTE:6|9|143.16|48|255
NOTE:4|0|143.4|55|255
NOTE:0|1|143.64|63|80
NOTE:4|0|143.64|55|255
NOTE:8|8|143.64|46|255
NOTE:4|0|143.88|55|255
NOTE:0|1|144.12|62|80
NOTE:4|0|144.12|55|255
NOTE:6|4|144.12|50|255
NOTE:6|9|144.12|48|255
NOTE:4|0|144.36|55|255
NOTE:4|0|144.6|55|255
NOTE:8|8|144.6|46|255
NOTE:4|0|144.84|55|255
NOTE:0|1|145.08|62|255
NOTE:4|0|145.08|56|255
NOTE:6|9|145.08|48|255
NOTE:4|0|145.32|56|255
NOTE:0|1|145.56|65|80
NOTE:4|0|145.56|56|255
NOTE:8|8|145.56|47|255
NOTE:4|0|145.8|56|255
NOTE:0|1|146.04|62|80
NOTE:4|0|146.04|56|255
NOTE:6|4|146.04|50|255
NOTE:6|9|146.04|48|255
NOTE:4|0|146.28|56|255
NOTE:4|0|146.52|56|255
NOTE:8|8|146.52|47|255
NOTE:4|0|146.76|56|255
NOTE:0|1|147|67|255
NOTE:4|0|147|56|255
NOTE:6|9|147|48|255
NOTE:4|0|147.24|56|255
NOTE:0|1|147.48|63|80
NOTE:4|0|147.48|56|255
NOTE:8|8|147.48|47|255
NOTE:4|0|147.72|56|255
NOTE:0|1|147.96|60|80
NOTE:4|0|147.96|56|255
NOTE:6|9|147.96|48|255
NOTE:4|0|148.2|56|255
NOTE:4|0|148.44|56|255
NOTE:8|8|148.44|47|255
NOTE:4|0|148.68|56|255
NOTE:0|1|148.92|62|255
NOTE:4|0|148.92|55|255
NOTE:6|9|148.92|48|255
NOTE:4|0|149.16|55|255
NOTE:0|1|149.4|63|80
NOTE:4|0|149.4|55|255
NOTE:8|8|149.4|46|255
NOTE:4|0|149.64|55|255
NOTE:0|1|149.88|62|80
NOTE:4|0|149.88|55|255
NOTE:6|4|149.88|50|255
NOTE:6|9|149.88|48|255
NOTE:4|0|150.12|55|255
NOTE:4|0|150.36|55|255
NOTE:8|8|150.36|46|255
NOTE:4|0|150.6|55|255
NOTE:0|1|150.84|67|255
NOTE:4|0|150.84|55|255
NOTE:6|9|150.84|48|255
NOTE:4|0|151.08|55|255
NOTE:0|1|151.32|63|80
NOTE:4|0|151.32|55|255
NOTE:8|8|151.32|46|255
NOTE:4|0|151.56|55|255
NOTE:0|1|151.8|62|80
NOTE:4|0|151.8|55|255
NOTE:6|9|151.8|48|255
NOTE:4|0|152.04|55|255
NOTE:4|0|152.28|55|255
NOTE:8|8|152.28|46|255
NOTE:4|0|152.52|55|255
NOTE:0|1|152.76|62|255
NOTE:4|0|152.76|58|255
NOTE:6|9|152.76|48|255
NOTE:4|0|153|58|255
NOTE:0|1|153.24|65|80
NOTE:4|0|153.24|58|255
NOTE:8|8|153.24|49|255
NOTE:4|0|153.48|58|255
NOTE:0|1|153.72|62|80
NOTE:4|0|153.72|58|255
NOTE:6|4|153.72|50|255
NOTE:6|9|153.72|48|255
NOTE:8|13|153.72|39|255
NOTE:4|0|153.96|58|255
NOTE:4|0|154.2|58|255
NOTE:8|8|154.2|49|255
NOTE:4|0|154.44|58|255
NOTE:0|1|154.68|67|255
NOTE:4|0|154.68|60|255
NOTE:6|9|154.68|48|255
NOTE:4|0|154.92|60|255
NOTE:0|1|155.16|63|80
NOTE:4|0|155.16|60|255
NOTE:8|8|155.16|51|255
NOTE:4|0|155.4|60|255
NOTE:0|1|155.64|60|80
NOTE:4|0|155.64|60|255
NOTE:6|9|155.64|48|255
NOTE:8|14|155.64|36|255
NOTE:4|0|155.88|60|255
NOTE:4|0|156.12|60|255
NOTE:6|9|156.12|48|255
NOTE:8|14|156.12|36|255
NOTE:4|0|156.36|60|255
NOTE:0|1|156.6|62|255
NOTE:1|12|156.6|62|255
NOTE:1|2|156.6|60|255
NOTE:4|0|156.6|55|255
NOTE:6|9|156.6|48|255
NOTE:4|0|156.84|55|255
NOTE:6|9|156.96|48|255
NOTE:0|1|157.08|63|255
NOTE:4|0|157.08|55|255
NOTE:8|8|157.08|46|255
NOTE:4|0|157.32|55|255
NOTE:13|17|157.32|48|255
NOTE:0|1|157.56|62|255
NOTE:4|0|157.56|55|255
NOTE:6|4|157.56|50|255
NOTE:6|9|157.56|48|255
NOTE:13|17|157.56|43|255
NOTE:4|0|157.8|55|255
NOTE:4|0|158.04|55|255
NOTE:8|8|158.04|46|255
NOTE:4|0|158.28|55|255
NOTE:0|1|158.52|67|255
NOTE:1|12|158.52|62|255
NOTE:4|0|158.52|55|255
NOTE:6|9|158.52|48|255
NOTE:6|6|158.52|48|255
NOTE:4|0|158.76|55|255
NOTE:0|1|159|63|255
NOTE:4|0|159|55|255
NOTE:8|8|159|46|255
NOTE:4|0|159.24|55|255
NOTE:0|1|159.48|62|255
NOTE:4|0|159.48|55|255
NOTE:6|4|159.48|50|255
NOTE:6|9|159.48|48|255
NOTE:6|6|159.48|48|255
NOTE:4|0|159.72|55|255
NOTE:4|0|159.96|55|255
NOTE:8|8|159.96|46|255
NOTE:4|0|160.2|55|255
NOTE:0|1|160.44|62|255
NOTE:1|12|160.44|63|255
NOTE:1|2|160.44|60|255
NOTE:4|0|160.44|56|255
NOTE:6|9|160.44|48|255
NOTE:4|0|160.68|56|255
NOTE:0|1|160.92|65|255
NOTE:4|0|160.92|56|255
NOTE:8|8|160.92|47|255
NOTE:4|0|161.16|56|255
NOTE:0|1|161.4|62|255
NOTE:4|0|161.4|56|255
NOTE:6|4|161.4|50|255
NOTE:6|9|161.4|48|255
NOTE:4|0|161.64|56|255
NOTE:4|0|161.88|56|255
NOTE:8|8|161.88|47|255
NOTE:4|0|162.12|56|255
NOTE:0|1|162.36|67|255
NOTE:1|12|162.36|63|255
NOTE:4|0|162.36|56|255
NOTE:6|9|162.36|48|255
NOTE:6|6|162.36|48|255
NOTE:4|0|162.6|56|255
NOTE:13|17|162.6|43|255
NOTE:0|1|162.84|63|255
NOTE:4|0|162.84|56|255
